53;44;2030019;350539;68001;92457;150077;83628;20764;7930;NA
66;51;1275837;260838;76099;88384;180321;132699;23906;13339;NA
67;61;557156;77107;82667;60139;80937;37643;36113;5363;NA
56;69;698625;826863;24422;52092;54200;73852;10043;6972;NA
74;50;853996;23253;3788;14452;78522;33726;20456;3505;NA
80;67;720649;30092;15064;10719;12624;8682;7238;2341;NA
80;61;262591;131170;23819;70288;40311;28099;6800;4281;NA
83;60;1068294;70669;17256;27040;99818;40715;17628;11466;NA
